# STN,YYYYMMDD,   RH, EV24
# 
  348,20091127,   73,    4
  348,20091128,  118,    3
  348,20091129,   13,    1
  348,20091130,    0,    3
  348,20091201,    1,    5
  348,20091202,   32,    1
  348,20091203,   77,    1
  348,20091204,  140,    2
  348,20091205,   63,    2
  348,20091206,   77,    1
  348,20091207,    2,    3
  348,20091208,   19,    3
  348,20091209,   23,    1
  348,20091210,   83,    2
  348,20091211,   -1,    2
  348,20091212,    0,    4
  348,20091213,    0,    3
  348,20091214,    0,    1
  348,20091215,    0,    5
  348,20091216,   -1,    3
  348,20091217,   46,    1
  348,20091218,   -1,    4
  348,20091219,   -1,    3
  348,20091220,  128,    1
  348,20091221,   12,    2
  348,20091222,   12,    3
  348,20091223,    0,    2
  348,20091224,   18,    3
  348,20091225,  132,    1
  348,20091226,   -1,    4
  348,20091227,   19,    3
  348,20091228,    2,    4
  348,20091229,   73,    2
  348,20091230,   31,    0
  348,20091231,   -1,    1
  348,20100101,   -1,    4
  348,20100102,    5,    2
  348,20100103,   -1,    4
  348,20100104,    9,    2
  348,20100105,    4,    4
  348,20100106,   -1,    5
  348,20100107,   -1,    4
  348,20100108,    0,    3
  348,20100109,    8,    2
  348,20100110,    6,    2
  348,20100111,   -1,    2
  348,20100112,    1,    3
  348,20100113,    2,    2
  348,20100114,    0,    5
  348,20100115,    0,    1
  348,20100116,   69,    2
  348,20100117,    9,    3
  348,20100118,   12,    2
  348,20100119,    2,    2
  348,20100120,    0,    5
  348,20100121,   -1,    2
  348,20100122,    0,    5
  348,20100123,   70,    2
  348,20100124,   11,    2
  348,20100125,    0,    1
  348,20100126,    0,    5
  348,20100127,   37,    2
  348,20100128,    3,    4
  348,20100129,   88,    2
  348,20100130,   62,    7
  348,20100131,    3,    6
  348,20100201,   42,    4
  348,20100202,  159,    1
  348,20100203,    7,    8
  348,20100204,   10,    3
  348,20100205,   11,    2
  348,20100206,   -1,    3
  348,20100207,    0,    2
  348,20100208,    0,    3
  348,20100209,    0,    6
  348,20100210,   35,    5
  348,20100211,   -1,    6
  348,20100212,    0,    9
  348,20100213,    1,    2
  348,20100214,   14,    3
  348,20100215,    4,    4
  348,20100216,    1,    5
  348,20100217,    0,    6
  348,20100218,    3,    4
  348,20100219,    3,    2
  348,20100220,    0,    7
  348,20100221,   23,    3
  348,20100222,  121,    2
  348,20100223,    7,    6
  348,20100224,    8,    7
  348,20100225,   64,    5
  348,20100226,   22,    4
  348,20100227,   24,    5
  348,20100228,  198,    2
  348,20100301,   44,   10
  348,20100302,    5,    9
  348,20100303,    0,   12
  348,20100304,    0,   14
  348,20100305,   51,    8
  348,20100306,    3,   14
  348,20100307,    0,   14
  348,20100308,    3,    5
  348,20100309,    0,   16
  348,20100310,    0,   15
  348,20100311,    0,    9
  348,20100312,    0,    6
  348,20100313,    1,    8
  348,20100314,   -1,    8
  348,20100315,   72,    9
  348,20100316,    1,   10
  348,20100317,    0,   16
  348,20100318,    0,   18
  348,20100319,   29,    7
  348,20100320,  133,    8
  348,20100321,    1,   14
  348,20100322,   -1,   13
  348,20100323,   -1,   22
  348,20100324,    0,   17
  348,20100325,    3,   22
  348,20100326,   25,    9
  348,20100327,    7,   15
  348,20100328,    5,   15
  348,20100329,   33,   13
  348,20100330,   33,    8
  348,20100331,   34,   13
  348,20100401,   48,   14
  348,20100402,   19,   21
  348,20100403,   74,   12
  348,20100404,   54,    9
  348,20100405,    0,   15
  348,20100406,    0,   30
  348,20100407,    5,   24
  348,20100408,   12,   19
  348,20100409,    0,   29
  348,20100410,    0,   23
  348,20100411,    0,   13
  348,20100412,    0,   26
  348,20100413,    0,   28
  348,20100414,    0,   26
  348,20100415,    0,   30
  348,20100416,    0,   20
  348,20100417,    0,   31
  348,20100418,    0,   32
  348,20100419,    0,   28
  348,20100420,    0,   28
  348,20100421,   -1,   23
  348,20100422,    1,   17
  348,20100423,    0,   34
  348,20100424,    0,   34
  348,20100425,    0,   28
  348,20100426,    0,   30
  348,20100427,    0,   32
  348,20100428,    0,   35
  348,20100429,   83,   33
  348,20100430,   21,   17
  348,20100501,   72,   16
  348,20100502,  281,    3
  348,20100503,   66,    4
  348,20100504,    0,   31
  348,20100505,    0,   29
  348,20100506,    0,   29
  348,20100507,   12,   11
  348,20100508,   11,   11
  348,20100509,    0,   14
  348,20100510,   -1,   24
  348,20100511,   90,   16
  348,20100512,   63,    5
  348,20100513,    0,    8
  348,20100514,    0,   25
  348,20100515,    0,   26
  348,20100516,   -1,   24
  348,20100517,   10,   34
  348,20100518,    0,   38
  348,20100519,    0,   43
  348,20100520,    0,   45
  348,20100521,    0,   37
  348,20100522,    0,   45
  348,20100523,    0,   48
  348,20100524,    0,   47
  348,20100525,    0,   41
  348,20100526,    3,   13
  348,20100527,    1,   21
  348,20100528,    0,   40
  348,20100529,   23,   31
  348,20100530,   71,   14
  348,20100531,    3,   14
  348,20100601,    0,   26
  348,20100602,    0,   48
  348,20100603,    0,   50
  348,20100604,    0,   51
  348,20100605,    0,   50
  348,20100606,    3,   24
  348,20100607,    0,   30
  348,20100608,  146,   25
  348,20100609,   14,   16
  348,20100610,   19,   14
  348,20100611,   -1,   15
  348,20100612,    0,   44
  348,20100613,    0,   24
  348,20100614,    0,   46
  348,20100615,    0,   40
  348,20100616,    0,   49
  348,20100617,    0,   47
  348,20100618,    0,   15
  348,20100619,   21,   33
  348,20100620,    2,   16
  348,20100621,    4,   44
  348,20100622,    0,   46
  348,20100623,    0,   51
  348,20100624,    0,   50
  348,20100625,    0,   46
  348,20100626,    0,   47
  348,20100627,    0,   54
  348,20100628,    0,   51
  348,20100629,    0,   42
  348,20100630,    0,   43
  348,20100701,    0,   44
  348,20100702,    0,   53
  348,20100703,   85,   25
  348,20100704,    0,   50
  348,20100705,    0,   36
  348,20100706,    0,   45
  348,20100707,    0,   45
  348,20100708,    0,   50
  348,20100709,    0,   47
  348,20100710,  321,   49
  348,20100711,    0,   46
  348,20100712,   51,   29
  348,20100713,    0,   36
  348,20100714,  127,   41
  348,20100715,   -1,   33
  348,20100716,    2,   30
  348,20100717,   11,   38
  348,20100718,    0,   50
  348,20100719,    0,   50
  348,20100720,    0,   45
  348,20100721,   -1,   31
  348,20100722,    0,   28
  348,20100723,   16,   33
  348,20100724,    0,   45
  348,20100725,   11,   17
  348,20100726,   48,   27
  348,20100727,  115,   23
  348,20100728,   43,   44
  348,20100729,   40,   30
  348,20100730,   -1,   41
  348,20100731,   36,   13
  348,20100801,   17,   21
  348,20100802,   72,   13
  348,20100803,    0,   38
  348,20100804,  118,   17
  348,20100805,    1,   33
  348,20100806,    0,   37
  348,20100807,   32,   11
  348,20100808,   41,   31
  348,20100809,    0,   35
  348,20100810,   26,   19
  348,20100811,    8,   37
  348,20100812,    4,   18
  348,20100813,    0,   38
  348,20100814,    0,   38
  348,20100815,  120,   21
  348,20100816,   53,   23
  348,20100817,   40,    7
  348,20100818,  103,   23
  348,20100819,    0,   31
  348,20100820,    0,   39
  348,20100821,    0,   24
  348,20100822,   -1,   18
  348,20100823,  113,   15
  348,20100824,  122,   34
  348,20100825,   65,   24
  348,20100826,  289,    8
  348,20100827,   26,   11
  348,20100828,   65,   25
  348,20100829,  153,   13
  348,20100830,   81,   21
  348,20100831,    0,   21
  348,20100901,    0,   23
  348,20100902,   -1,   19
  348,20100903,    0,   25
  348,20100904,    0,   28
  348,20100905,    0,   32
  348,20100906,    0,   32
  348,20100907,  156,    7
  348,20100908,  142,   14
  348,20100909,   -1,   16
  348,20100910,   33,    9
  348,20100911,    0,   29
  348,20100912,   10,   14
  348,20100913,    0,   22
  348,20100914,  184,    4
  348,20100915,   32,   21
  348,20100916,   19,   15
  348,20100917,   63,   14
  348,20100918,   -1,   21
  348,20100919,   -1,   11
  348,20100920,   -1,   11
  348,20100921,    0,   15
  348,20100922,    0,   23
  348,20100923,  160,   14
  348,20100924,    9,   13
  348,20100925,   37,   18
  348,20100926,    0,   11
  348,20100927,   64,    3
  348,20100928,    1,    6
  348,20100929,    0,   19
  348,20100930,   39,    5
  348,20101001,   60,   19
  348,20101002,   45,    8
  348,20101003,    0,   21
  348,20101004,    0,   13
  348,20101005,    0,   11
  348,20101006,    6,    6
  348,20101007,    0,    9
  348,20101008,    0,    7
  348,20101009,    0,   19
  348,20101010,    0,   19
  348,20101011,    0,   18
  348,20101012,    0,   13
  348,20101013,    0,    6
  348,20101014,   -1,    5
  348,20101015,   81,    5
  348,20101016,   -1,   12
  348,20101017,    0,   14
  348,20101018,    2,   10
  348,20101019,  171,    9
  348,20101020,   84,   10
  348,20101021,   -1,   13
  348,20101022,    0,    9
  348,20101023,   67,    3
  348,20101024,   28,   10
  348,20101025,    3,   12
  348,20101026,   28,    7
  348,20101027,   49,    3
  348,20101028,    0,    4
  348,20101029,    0,    7
  348,20101030,   -1,    6
  348,20101031,   10,    5
  348,20101101,    0,    3
  348,20101102,   10,    2
  348,20101103,   74,    7
  348,20101104,   -1,    3
  348,20101105,   79,    2
  348,20101106,  111,    5
  348,20101107,   10,    4
  348,20101108,    4,    4
  348,20101109,   29,    3
  348,20101110,  110,    4
  348,20101111,  100,    1
  348,20101112,   78,    4
  348,20101113,   19,    3
  348,20101114,   52,    2
  348,20101115,    0,    5
  348,20101116,    0,    4
  348,20101117,    0,    2
  348,20101118,   -1,    3
  348,20101119,    5,    3
  348,20101120,    0,    6
  348,20101121,    0,    6
  348,20101122,    0,    3
  348,20101123,   12,    3
  348,20101124,    5,    4
  348,20101125,   25,    3
  348,20101126,    0,    4
  348,20101127,   10,    1
  348,20101128,    0,    5
  348,20101129,   15,    0
  348,20101130,   -1,    3
  348,20101201,   -1,    3
  348,20101202,   25,    1
  348,20101203,   -1,    3
  348,20101204,   52,    2
  348,20101205,   22,    2
  348,20101206,    0,    2
  348,20101207,   -1,    2
  348,20101208,   -1,    1
  348,20101209,   20,    3
  348,20101210,    1,    1
  348,20101211,   -1,    1
  348,20101212,    6,    3
  348,20101213,    6,    1
  348,20101214,    0,    1
  348,20101215,   21,    3
  348,20101216,   98,    0
  348,20101217,   76,    1
  348,20101218,   72,    3
  348,20101219,   39,    1
  348,20101220,   -1,    3
  348,20101221,    6,    1
  348,20101222,    0,    1
  348,20101223,   -1,    1
  348,20101224,   -1,    2
  348,20101225,   11,    3
  348,20101226,    3,    4
  348,20101227,    0,    2
  348,20101228,   16,    1
  348,20101229,   -1,    2
  348,20101230,    0,    2
  348,20101231,    5,    2
  348,20110101,    9,    3
  348,20110102,    2,    5
  348,20110103,   -1,    2
  348,20110104,   -1,    3
  348,20110105,   11,    4
  348,20110106,  158,    1
  348,20110107,   14,    1
  348,20110108,   44,    2
  348,20110109,    0,    5
  348,20110110,    0,    5
  348,20110111,   21,    1
  348,20110112,  125,    1
  348,20110113,  119,    1
  348,20110114,  114,    1
  348,20110115,   -1,    1
  348,20110116,    0,    4
  348,20110117,    5,    2
  348,20110118,  113,    2
  348,20110119,   29,    4
  348,20110120,   -1,    6
  348,20110121,   -1,    2
  348,20110122,   -1,    2
  348,20110123,    5,    2
  348,20110124,    4,    3
  348,20110125,   37,    4
  348,20110126,    0,    2
  348,20110127,    0,    6
  348,20110128,    0,    6
  348,20110129,    0,    7
  348,20110130,    0,    2
  348,20110131,    0,    2
  348,20110201,    4,    2
  348,20110202,    7,    2
  348,20110203,   10,    6
  348,20110204,    1,    1
  348,20110205,    0,    3
  348,20110206,    0,    4
  348,20110207,    0,    7
  348,20110208,    0,    9
  348,20110209,    0,    8
  348,20110210,   86,    4
  348,20110211,   50,    3
  348,20110212,   73,    3
  348,20110213,    0,    6
  348,20110214,   20,    3
  348,20110215,   14,    8
  348,20110216,    1,   11
  348,20110217,    0,   11
  348,20110218,    0,    1
  348,20110219,    0,    6
  348,20110220,   -1,    6
  348,20110221,    0,   10
  348,20110222,    0,    9
  348,20110223,   34,    4
  348,20110224,    3,    3
  348,20110225,    1,    3
  348,20110226,   63,    3
  348,20110227,  169,    2
  348,20110228,    8,    1
  348,20110301,    0,    4
  348,20110302,    0,   14
  348,20110303,    0,   13
  348,20110304,    0,   13
  348,20110305,    0,    5
  348,20110306,    0,   14
  348,20110307,    0,   16
  348,20110308,    0,   17
  348,20110309,    3,    8
  348,20110310,   -1,    4
  348,20110311,   -1,   15
  348,20110312,   -1,   14
  348,20110313,    3,    9
  348,20110314,    5,   10
  348,20110315,    0,   17
  348,20110316,    0,   13
  348,20110317,   -1,    4
  348,20110318,   92,    4
  348,20110319,    0,   19
  348,20110320,    0,   17
  348,20110321,    0,   21
  348,20110322,    0,   20
  348,20110323,    0,   21
  348,20110324,    0,   23
  348,20110325,    0,   20
  348,20110326,    8,    6
  348,20110327,    0,   23
  348,20110328,    0,   17
  348,20110329,    0,   23
  348,20110330,   21,   10
  348,20110331,   34,    6
  348,20110401,    0,   10
  348,20110402,   -1,   28
  348,20110403,    7,   13
  348,20110404,    0,   19
  348,20110405,    2,    7
  348,20110406,    0,   23
  348,20110407,    0,   23
  348,20110408,    0,   28
  348,20110409,    0,   28
  348,20110410,    0,   30
  348,20110411,   29,   30
  348,20110412,    3,   24
  348,20110413,    0,   24
  348,20110414,    0,   10
  348,20110415,    0,   30
  348,20110416,    0,   20
  348,20110417,    0,   29
  348,20110418,    0,   35
  348,20110419,    0,   37
  348,20110420,    0,   38
  348,20110421,    0,   35
  348,20110422,   -1,   36
  348,20110423,    0,   39
  348,20110424,    0,   38
  348,20110425,    0,   40
  348,20110426,    0,   36
  348,20110427,    4,   26
  348,20110428,    5,   24
  348,20110429,    2,   33
  348,20110430,    0,   39
  348,20110501,    0,   42
  348,20110502,    0,   39
  348,20110503,    0,   38
  348,20110504,   -1,   28
  348,20110505,    0,   37
  348,20110506,    0,   37
  348,20110507,    0,   42
  348,20110508,   11,   39
  348,20110509,    3,   18
  348,20110510,   27,   30
  348,20110511,    0,   39
  348,20110512,    0,   33
  348,20110513,    0,   28
  348,20110514,   -1,   33
  348,20110515,   -1,   29
  348,20110516,   26,   12
  348,20110517,    2,   18
  348,20110518,    0,   16
  348,20110519,    8,   17
  348,20110520,    0,   39
  348,20110521,    0,   46
  348,20110522,   53,   26
  348,20110523,    0,   44
  348,20110524,    0,   43
  348,20110525,    0,   48
  348,20110526,   20,   21
  348,20110527,   38,   32
  348,20110528,    6,   22
  348,20110529,   -1,   28
  348,20110530,    1,   47
  348,20110531,   28,   22
  348,20110601,    0,   47
  348,20110602,    0,   50
  348,20110603,    0,   50
  348,20110604,    0,   50
  348,20110605,   28,   24
  348,20110606,  139,   18
  348,20110607,   50,   28
  348,20110608,   25,   34
  348,20110609,    4,   38
  348,20110610,   35,   28
  348,20110611,   10,   32
  348,20110612,   -1,   40
  348,20110613,    2,   17
  348,20110614,    0,   47
  348,20110615,    1,   28
  348,20110616,  140,   14
  348,20110617,   47,   24
  348,20110618,  182,   26
  348,20110619,  155,   14
  348,20110620,    2,   35
  348,20110621,    2,   28
  348,20110622,    9,   18
  348,20110623,   20,   34
  348,20110624,   15,   36
  348,20110625,   29,    9
  348,20110626,    0,   31
  348,20110627,    0,   57
  348,20110628,  233,   33
  348,20110629,    6,   29
  348,20110630,    0,   42
  348,20110701,    1,   39
  348,20110702,    0,   32
  348,20110703,    0,   46
  348,20110704,    0,   48
  348,20110705,    0,   49
  348,20110706,   19,   34
  348,20110707,   -1,   37
  348,20110708,    1,   31
  348,20110709,   29,   25
  348,20110710,    0,   44
  348,20110711,    0,   44
  348,20110712,  374,   30
  348,20110713,   33,    9
  348,20110714,  475,    5
  348,20110715,   -1,   48
  348,20110716,  151,   16
  348,20110717,   88,   30
  348,20110718,   18,   12
  348,20110719,   -1,   34
  348,20110720,   43,   29
  348,20110721,    0,   27
  348,20110722,   -1,   33
  348,20110723,   75,   27
  348,20110724,  233,    9
  348,20110725,   -1,   27
  348,20110726,   10,   14
  348,20110727,    5,   28
  348,20110728,   19,   20
  348,20110729,   -1,   20
  348,20110730,   -1,   13
  348,20110731,    0,   23
  348,20110801,    0,   44
  348,20110802,   -1,   40
  348,20110803,    8,   13
  348,20110804,   32,   34
  348,20110805,   -1,   37
  348,20110806,  107,   22
  348,20110807,    4,   31
  348,20110808,   80,   27
  348,20110809,   13,   27
  348,20110810,   -1,   27
  348,20110811,    4,   20
  348,20110812,    7,   23
  348,20110813,   44,   11
  348,20110814,  193,   20
  348,20110815,    0,   35
  348,20110816,   -1,   32
  348,20110817,   -1,   32
  348,20110818,  154,   15
  348,20110819,   10,   34
  348,20110820,    0,   34
  348,20110821,   -1,   24
  348,20110822,   31,   24
  348,20110823,   97,   17
  348,20110824,   15,   10
  348,20110825,   17,   25
  348,20110826,  107,   10
  348,20110827,   43,   18
  348,20110828,  136,   15
  348,20110829,    4,   19
  348,20110830,    9,   18
  348,20110831,    1,   14
  348,20110901,    0,   28
  348,20110902,    0,   29
  348,20110903,   21,   33
  348,20110904,  154,   16
  348,20110905,   79,   25
  348,20110906,  179,    9
  348,20110907,   83,   16
  348,20110908,   95,    7
  348,20110909,   -1,    8
  348,20110910,  131,   21
  348,20110911,   11,   14
  348,20110912,    4,   11
  348,20110913,   96,   22
  348,20110914,   -1,   21
  348,20110915,    0,   17
  348,20110916,   -1,   23
  348,20110917,   20,    9
  348,20110918,   39,   18
  348,20110919,    0,   22
  348,20110920,    0,   14
  348,20110921,   -1,   12
  348,20110922,   -1,   21
  348,20110923,   -1,   21
  348,20110924,    0,   23
  348,20110925,    0,   23
  348,20110926,    4,   20
  348,20110927,    0,   16
  348,20110928,    0,   25
  348,20110929,    0,   25
  348,20110930,    0,   24
  348,20111001,    0,   22
  348,20111002,    0,   22
  348,20111003,    0,   18
  348,20111004,   -1,   11
  348,20111005,    2,    7
  348,20111006,   34,   11
  348,20111007,  162,   13
  348,20111008,   46,   11
  348,20111009,   39,    5
  348,20111010,    1,    8
  348,20111011,   31,    4
  348,20111012,  101,    3
  348,20111013,    0,   13
  348,20111014,    0,   16
  348,20111015,    0,   16
  348,20111016,    0,   16
  348,20111017,    0,   10
  348,20111018,   89,    8
  348,20111019,   44,   12
  348,20111020,   59,    7
  348,20111021,    0,   12
  348,20111022,    0,   13
  348,20111023,    0,   13
  348,20111024,    0,   13
  348,20111025,   27,    2
  348,20111026,    2,   10
  348,20111027,    0,   10
  348,20111028,    3,    9
  348,20111029,    2,    5
  348,20111030,    0,    4
  348,20111031,    0,   11
  348,20111101,   47,   10
  348,20111102,    2,    7
  348,20111103,   -1,    4
  348,20111104,   -1,   11
  348,20111105,   -1,    8
  348,20111106,    0,    3
  348,20111107,    0,    1
  348,20111108,    0,    6
  348,20111109,    0,    6
  348,20111110,    0,    5
  348,20111111,    0,    4
  348,20111112,    0,    7
  348,20111113,    0,    3
  348,20111114,    0,    6
  348,20111115,    0,    5
  348,20111116,    0,    6
  348,20111117,    0,    2
  348,20111118,    0,    4
  348,20111119,    0,    6
  348,20111120,    0,    2
  348,20111121,    0,    2
  348,20111122,   -1,    5
  348,20111123,    0,    3
  348,20111124,    0,    5
  348,20111125,    2,    1
  348,20111126,    0,    4
  348,20111127,   31,    3
  348,20111128,    0,    6
  348,20111129,    5,    4
  348,20111130,    0,    5
  348,20111201,  238,    2
  348,20111202,   80,    4
  348,20111203,   93,    2
  348,20111204,   14,    2
  348,20111205,   35,    4
  348,20111206,   15,    4
  348,20111207,   38,    3
  348,20111208,   66,    2
  348,20111209,    6,    5
  348,20111210,   -1,    3
  348,20111211,   -1,    3
  348,20111212,   26,    4
  348,20111213,  115,    2
  348,20111214,   67,    2
  348,20111215,   90,    1
  348,20111216,  108,    1
  348,20111217,   27,    4
  348,20111218,   77,    2
  348,20111219,   31,    3
  348,20111220,   52,    3
  348,20111221,    3,    1
  348,20111222,   23,    1
  348,20111223,   31,    1
  348,20111224,   39,    4
  348,20111225,    1,    2
  348,20111226,    0,    3
  348,20111227,    0,    1
  348,20111228,   -1,    1
  348,20111229,   70,    2
  348,20111230,   73,    4
  348,20111231,   26,    1
  348,20120101,  137,    1
  348,20120102,    1,    4
  348,20120103,  120,    1
  348,20120104,   88,    3
  348,20120105,   88,    3
  348,20120106,    2,    3
  348,20120107,   40,    3
  348,20120108,    7,    3
  348,20120109,    4,    2
  348,20120110,    0,    3
  348,20120111,    4,    2
  348,20120112,    9,    2
  348,20120113,    1,    5
  348,20120114,    0,    4
  348,20120115,    0,    5
  348,20120116,    0,    5
  348,20120117,    0,    5
  348,20120118,   13,    2
  348,20120119,  140,    2
  348,20120120,    8,    3
  348,20120121,   53,    2
  348,20120122,   12,    3
  348,20120123,   33,    4
  348,20120124,   -1,    3
  348,20120125,    4,    3
  348,20120126,   58,    1
  348,20120127,    0,    6
  348,20120128,   -1,    4
  348,20120129,    0,    2
  348,20120130,    4,    1
  348,20120131,    0,    6
  348,20120201,    0,    6
  348,20120202,    0,    6
  348,20120203,   23,    2
  348,20120204,    0,    6
  348,20120205,    0,    4
  348,20120206,    0,    6
  348,20120207,   -1,    6
  348,20120208,    0,    6
  348,20120209,    0,    2
  348,20120210,    0,    8
  348,20120211,    0,    7
  348,20120212,    4,    3
  348,20120213,   13,    4
  348,20120214,   19,    5
  348,20120215,   23,    4
  348,20120216,   -1,    4
  348,20120217,    3,    7
  348,20120218,   67,    3
  348,20120219,   18,    8
  348,20120220,    0,   11
  348,20120221,    0,    8
  348,20120222,   13,    9
  348,20120223,    6,    7
  348,20120224,    3,    3
  348,20120225,    0,   14
  348,20120226,   -1,    7
  348,20120227,    0,    5
  348,20120228,   -1,    3
  348,20120229,    0,    4
  348,20120301,    0,    3
  348,20120302,    0,    8
  348,20120303,   -1,    6
  348,20120304,   35,    7
  348,20120305,   35,    4
  348,20120306,    0,   12
  348,20120307,  107,    3
  348,20120308,    0,   11
  348,20120309,    0,    9
  348,20120310,    7,    6
  348,20120311,    0,   20
  348,20120312,    0,   14
  348,20120313,    0,    4
  348,20120314,    0,    5
  348,20120315,    0,   20
  348,20120316,    0,   11
  348,20120317,   -1,   13
  348,20120318,    3,   10
  348,20120319,    0,   20
  348,20120320,    0,   20
  348,20120321,    0,   22
  348,20120322,    0,   26
  348,20120323,    0,   25
  348,20120324,    0,   22
  348,20120325,    0,   24
  348,20120326,    0,   25
  348,20120327,    0,   23
  348,20120328,    0,   26
  348,20120329,    0,   11
  348,20120330,   -1,    5
  348,20120331,    0,   13
  348,20120401,    0,   18
  348,20120402,    0,   18
  348,20120403,    4,   19
  348,20120404,   -1,    5
  348,20120405,    0,   14
  348,20120406,    4,   24
  348,20120407,    7,   12
  348,20120408,   21,   20
  348,20120409,   94,    6
  348,20120410,   37,   11
  348,20120411,   10,   18
  348,20120412,   19,   18
  348,20120413,   42,   15
  348,20120414,    0,   24
  348,20120415,    6,   18
  348,20120416,    0,   22
  348,20120417,   28,   12
  348,20120418,   21,   19
  348,20120419,   29,   16
  348,20120420,   18,   15
  348,20120421,   26,   17
  348,20120422,    9,   22
  348,20120423,   27,   20
  348,20120424,   82,   20
  348,20120425,    8,   17
  348,20120426,  122,   17
  348,20120427,    4,   22
  348,20120428,   56,    8
  348,20120429,   -1,   15
  348,20120430,    0,   35
  348,20120501,   76,   20
  348,20120502,   19,   17
  348,20120503,    1,   10
  348,20120504,    1,    9
  348,20120505,    8,   10
  348,20120506,    0,   26
  348,20120507,    0,   31
  348,20120508,  104,   13
  348,20120509,  117,   21
  348,20120510,  128,   14
  348,20120511,   -1,   24
  348,20120512,    0,   31
  348,20120513,    0,   30
  348,20120514,   -1,   38
  348,20120515,   48,   18
  348,20120516,    4,   29
  348,20120517,    0,   32
  348,20120518,   17,   22
  348,20120519,   -1,   36
  348,20120520,   55,   32
  348,20120521,    0,   34
  348,20120522,    0,   46
  348,20120523,    0,   47
  348,20120524,    4,   50
  348,20120525,    0,   54
  348,20120526,    0,   54
  348,20120527,    0,   52
  348,20120528,    0,   50
  348,20120529,   -1,   27
  348,20120530,    0,   43
  348,20120531,   55,   13
  348,20120601,    2,   25
  348,20120602,    0,   39
  348,20120603,  109,    7
  348,20120604,  115,    9
  348,20120605,    0,   36
  348,20120606,   49,   23
  348,20120607,   27,   22
  348,20120608,   11,   35
  348,20120609,   -1,   14
  348,20120610,   -1,   43
  348,20120611,   47,   22
  348,20120612,    0,   16
  348,20120613,    0,   25
  348,20120614,    0,   42
  348,20120615,   91,   15
  348,20120616,    4,   35
  348,20120617,    0,   31
  348,20120618,   92,   24
  348,20120619,    0,   43
  348,20120620,    0,   40
  348,20120621,  141,   25
  348,20120622,   29,   30
  348,20120623,    0,   34
  348,20120624,  116,   14
  348,20120625,   13,   31
  348,20120626,    0,   41
  348,20120627,    2,   17
  348,20120628,   -1,   34
  348,20120629,   11,   33
  348,20120630,   30,   39
  348,20120701,    9,   33
  348,20120702,    0,   39
  348,20120703,    0,   33
  348,20120704,    0,   42
  348,20120705,   10,   40
  348,20120706,   55,   27
  348,20120707,   39,   42
  348,20120708,  136,   17
  348,20120709,   10,   19
  348,20120710,   14,   25
  348,20120711,   22,   27
  348,20120712,   44,   38
  348,20120713,   58,   20
  348,20120714,  286,   18
  348,20120715,    3,   30
  348,20120716,  163,   14
  348,20120717,   18,   21
  348,20120718,   25,   26
  348,20120719,  138,   23
  348,20120720,    8,   28
  348,20120721,    0,   33
  348,20120722,    0,   45
  348,20120723,    0,   49
  348,20120724,    0,   52
  348,20120725,    0,   49
  348,20120726,    0,   49
  348,20120727,   68,   35
  348,20120728,   29,   24
  348,20120729,   32,   37
  348,20120730,    5,   35
  348,20120731,    4,   15
  348,20120801,  181,   41
  348,20120802,    2,   29
  348,20120803,   67,   37
  348,20120804,    0,   37
  348,20120805,   28,   33
  348,20120806,   23,   28
  348,20120807,   56,   21
  348,20120808,   -1,   20
  348,20120809,    0,   29
  348,20120810,    0,   34
  348,20120811,    0,   32
  348,20120812,    0,   43
  348,20120813,   26,   27
  348,20120814,    0,   29
  348,20120815,   12,   36
  348,20120816,    0,   37
  348,20120817,    0,   36
  348,20120818,    0,   43
  348,20120819,   -1,   39
  348,20120820,    0,   35
  348,20120821,   -1,   27
  348,20120822,    0,   33
  348,20120823,    2,   29
  348,20120824,   29,   26
  348,20120825,   52,   22
  348,20120826,  208,   21
  348,20120827,    0,   33
  348,20120828,   15,   25
  348,20120829,   40,   34
  348,20120830,   41,   24
  348,20120831,   28,   18
  348,20120901,    0,   31
  348,20120902,    0,   17
  348,20120903,    0,   30
  348,20120904,    0,   32
  348,20120905,    0,   25
  348,20120906,    0,   19
  348,20120907,    0,   30
  348,20120908,    0,   31
  348,20120909,    0,   33
  348,20120910,    0,   24
  348,20120911,   42,   15
  348,20120912,   21,   27
  348,20120913,    0,   18
  348,20120914,   15,    7
  348,20120915,    0,   21
  348,20120916,    0,   18
  348,20120917,   -1,   15
  348,20120918,   40,   15
  348,20120919,   58,   16
  348,20120920,    2,   11
  348,20120921,   -1,   13
  348,20120922,   11,   23
  348,20120923,  126,    9
  348,20120924,  108,    9
  348,20120925,   29,   18
  348,20120926,   -1,   12
  348,20120927,  140,   11
  348,20120928,   13,   14
  348,20120929,   51,   20
  348,20120930,    0,   21
  348,20121001,    5,   17
  348,20121002,    1,   13
  348,20121003,   97,    6
  348,20121004,  102,   14
  348,20121005,  117,    9
  348,20121006,  118,   12
  348,20121007,    0,   17
  348,20121008,   -1,   11
  348,20121009,    0,   13
  348,20121010,    0,   12
  348,20121011,   14,   17
  348,20121012,  157,    6
  348,20121013,   35,    5
  348,20121014,   18,   10
  348,20121015,   32,   15
  348,20121016,   15,   11
  348,20121017,   18,    6
  348,20121018,  113,    3
  348,20121019,    9,   12
  348,20121020,    5,    6
  348,20121021,   -1,    4
  348,20121022,    0,   14
  348,20121023,    0,   10
  348,20121024,    0,    5
  348,20121025,    4,    4
  348,20121026,    0,    7
  348,20121027,   -1,    9
