# STN,YYYYMMDD,   RH, EV24
# 
  348,20050519,   35,   29
  348,20050520,   16,   25
  348,20050521,   42,   33
  348,20050522,   45,   39
  348,20050523,    1,   30
  348,20050524,    1,   19
  348,20050525,    0,   40
  348,20050526,    0,   43
  348,20050527,    0,   51
  348,20050528,    0,   47
  348,20050529,   45,   26
  348,20050530,   36,   12
  348,20050531,   -1,   34
  348,20050601,   14,   41
  348,20050602,    6,   15
  348,20050603,   96,   29
  348,20050604,   41,   20
  348,20050605,   18,   22
  348,20050606,    0,   28
  348,20050607,    0,   24
  348,20050608,    0,   43
  348,20050609,    0,   43
  348,20050610,    9,   29
  348,20050611,    1,   28
  348,20050612,   68,   24
  348,20050613,  103,   29
  348,20050614,    0,   48
  348,20050615,   -1,   35
  348,20050616,   -1,   33
  348,20050617,    0,   19
  348,20050618,    0,   50
  348,20050619,    0,   57
  348,20050620,    0,   56
  348,20050621,    0,   45
  348,20050622,    0,   48
  348,20050623,    0,   53
  348,20050624,    0,   51
  348,20050625,   66,   21
  348,20050626,    0,   49
  348,20050627,    0,   49
  348,20050628,    0,   52
  348,20050629,  759,   33
  348,20050630,  164,   22
  348,20050701,   13,   30
  348,20050702,    9,   13
  348,20050703,    0,   39
  348,20050704,  162,   14
  348,20050705,    2,   32
  348,20050706,   72,   21
  348,20050707,    2,   33
  348,20050708,  106,   17
  348,20050709,    0,   37
  348,20050710,    0,   49
  348,20050711,    0,   43
  348,20050712,    0,   47
  348,20050713,    0,   46
  348,20050714,    0,   48
  348,20050715,    0,   42
  348,20050716,    0,   41
  348,20050717,    0,   31
  348,20050718,   43,   30
  348,20050719,   14,   33
  348,20050720,   14,   27
  348,20050721,   -1,   12
  348,20050722,    3,   11
  348,20050723,    0,   22
  348,20050724,   27,   23
  348,20050725,   48,   17
  348,20050726,    0,   18
  348,20050727,   53,   15
  348,20050728,    5,   34
  348,20050729,  297,   29
  348,20050730,  110,   31
  348,20050731,  151,   12
  348,20050801,    0,   28
  348,20050802,    0,   28
  348,20050803,   23,   25
  348,20050804,    0,   41
  348,20050805,   66,   10
  348,20050806,    1,   29
  348,20050807,   70,   30
  348,20050808,    6,   23
  348,20050809,    0,   32
  348,20050810,    0,   25
  348,20050811,    0,   24
  348,20050812,   92,   18
  348,20050813,    6,   25
  348,20050814,   86,   24
  348,20050815,    0,   17
  348,20050816,    0,   33
  348,20050817,    0,   40
  348,20050818,    0,   40
  348,20050819,   18,   14
  348,20050820,   80,   16
  348,20050821,    0,   27
  348,20050822,    0,   22
  348,20050823,  120,   18
  348,20050824,    7,   27
  348,20050825,  122,   19
  348,20050826,    9,   25
  348,20050827,    0,   18
  348,20050828,    0,   33
  348,20050829,    0,   36
  348,20050830,    0,   36
  348,20050831,    0,   37
  348,20050901,    3,   15
  348,20050902,    0,   28
  348,20050903,    0,   19
  348,20050904,    0,   35
  348,20050905,    0,   36
  348,20050906,    0,   26
  348,20050907,    0,   27
  348,20050908,    0,   31
  348,20050909,    1,   20
  348,20050910,  202,   25
  348,20050911,   11,    8
  348,20050912,    0,   21
  348,20050913,    0,   26
  348,20050914,    4,    7
  348,20050915,  191,    7
  348,20050916,   21,   23
  348,20050917,    1,   22
  348,20050918,    0,   23
  348,20050919,    0,   25
  348,20050920,    0,   23
  348,20050921,    0,   23
  348,20050922,    0,   25
  348,20050923,    0,   24
  348,20050924,    3,   17
  348,20050925,    0,   17
  348,20050926,   48,   15
  348,20050927,    7,    4
  348,20050928,    0,   19
  348,20050929,  130,   14
  348,20050930,   29,    6
  348,20051001,   16,   17
  348,20051002,   17,   14
  348,20051003,    0,   17
  348,20051004,    0,   16
  348,20051005,    0,   15
  348,20051006,    0,   11
  348,20051007,    0,   15
  348,20051008,    0,   10
  348,20051009,   -1,   10
  348,20051010,    0,   19
  348,20051011,    0,   18
  348,20051012,    0,   17
  348,20051013,    0,   17
  348,20051014,    0,    8
  348,20051015,    0,   16
  348,20051016,    0,   16
  348,20051017,    0,   15
  348,20051018,    0,   14
  348,20051019,    9,    5
  348,20051020,   50,   11
  348,20051021,   66,    4
  348,20051022,    0,    6
  348,20051023,   18,    7
  348,20051024,  137,    1
  348,20051025,   54,    4
  348,20051026,    0,   11
  348,20051027,    0,   14
  348,20051028,    0,    9
  348,20051029,    0,    9
  348,20051030,    0,   12
  348,20051031,   -1,    7
  348,20051101,    0,   10
  348,20051102,   61,    2
  348,20051103,    0,   11
  348,20051104,   -1,    4
  348,20051105,    5,    8
  348,20051106,   10,   10
  348,20051107,    9,    6
  348,20051108,    0,    9
  348,20051109,    0,    2
  348,20051110,   13,    4
  348,20051111,   11,    4
  348,20051112,   26,    4
  348,20051113,    0,    8
  348,20051114,    0,    7
  348,20051115,   40,    1
  348,20051116,   64,    5
  348,20051117,   44,    4
  348,20051118,    4,    6
  348,20051119,    9,    5
  348,20051120,    2,    3
  348,20051121,    1,    2
  348,20051122,    0,    3
  348,20051123,   12,    1
  348,20051124,  114,    1
  348,20051125,  343,    0
  348,20051126,   90,    2
  348,20051127,   23,    2
  348,20051128,    0,    4
  348,20051129,   10,    4
  348,20051130,    0,    3
  348,20051201,    0,    4
  348,20051202,    0,    2
  348,20051203,   17,    2
  348,20051204,   59,    3
  348,20051205,    4,    3
  348,20051206,   -1,    2
  348,20051207,   47,    3
  348,20051208,    0,    3
  348,20051209,    0,    3
  348,20051210,    0,    2
  348,20051211,    0,    1
  348,20051212,   -1,    3
  348,20051213,    0,    1
  348,20051214,    7,    4
  348,20051215,    1,    2
  348,20051216,  110,    2
  348,20051217,   24,    3
  348,20051218,    5,    3
  348,20051219,   21,    3
  348,20051220,    0,    1
  348,20051221,    8,    1
  348,20051222,   16,    2
  348,20051223,    2,    1
  348,20051224,    0,    3
  348,20051225,    0,    5
  348,20051226,   15,    3
  348,20051227,    4,    2
  348,20051228,   -1,    4
  348,20051229,    2,    3
  348,20051230,   87,    2
  348,20051231,   23,    2
  348,20060101,    0,    1
  348,20060102,    0,    2
  348,20060103,    0,    4
  348,20060104,   -1,    2
  348,20060105,    0,    1
  348,20060106,    0,    2
  348,20060107,    0,    4
  348,20060108,    0,    2
  348,20060109,    0,    4
  348,20060110,    0,    3
  348,20060111,   26,    0
  348,20060112,    0,    1
  348,20060113,    0,    4
  348,20060114,    0,    5
  348,20060115,    0,    5
  348,20060116,    4,    4
  348,20060117,   51,    1
  348,20060118,    0,    3
  348,20060119,    7,    1
  348,20060120,   27,    1
  348,20060121,    0,    4
  348,20060122,    0,    2
  348,20060123,    0,    5
  348,20060124,    0,    5
  348,20060125,    2,    3
  348,20060126,    0,    2
  348,20060127,    0,    1
  348,20060128,    0,    6
  348,20060129,    0,    7
  348,20060130,    0,    5
  348,20060131,    0,    6
  348,20060201,    0,    2
  348,20060202,    0,    1
  348,20060203,    0,    1
  348,20060204,    0,    4
  348,20060205,    6,    1
  348,20060206,    0,    2
  348,20060207,    1,    2
  348,20060208,  114,    5
  348,20060209,   12,    7
  348,20060210,   10,    2
  348,20060211,    0,    3
  348,20060212,   44,    2
  348,20060213,   -1,    3
  348,20060214,    1,    5
  348,20060215,  140,    4
  348,20060216,   36,    5
  348,20060217,   48,    2
  348,20060218,   24,    5
  348,20060219,    0,    7
  348,20060220,    0,    2
  348,20060221,    6,    3
  348,20060222,    0,    2
  348,20060223,    0,    8
  348,20060224,    0,   10
  348,20060225,    0,   12
  348,20060226,    0,   10
  348,20060227,   17,    7
  348,20060228,   44,    7
  348,20060301,   43,    8
  348,20060302,   11,    8
  348,20060303,   19,    6
  348,20060304,    2,   11
  348,20060305,   26,    9
  348,20060306,   22,   13
  348,20060307,    0,   12
  348,20060308,  185,    2
  348,20060309,   34,    5
  348,20060310,   66,    3
  348,20060311,    0,    6
  348,20060312,    0,   14
  348,20060313,    0,   15
  348,20060314,    0,   13
  348,20060315,    0,   16
  348,20060316,    0,    3
  348,20060317,    0,    6
  348,20060318,    0,   16
  348,20060319,    0,    9
  348,20060320,    0,   13
  348,20060321,    0,   14
  348,20060322,    0,   15
  348,20060323,    0,   21
  348,20060324,    8,    8
  348,20060325,   70,   14
  348,20060326,  132,   19
  348,20060327,   71,   13
  348,20060328,    2,   19
  348,20060329,   45,   19
  348,20060330,   86,   13
  348,20060331,   13,   17
  348,20060401,   -1,   22
  348,20060402,   57,   15
  348,20060403,   64,   16
  348,20060404,    8,   20
  348,20060405,    0,   20
  348,20060406,    0,   19
  348,20060407,    5,   18
  348,20060408,    7,   15
  348,20060409,    0,   26
  348,20060410,    2,   20
  348,20060411,   18,   15
  348,20060412,    6,   19
  348,20060413,   21,   13
  348,20060414,    0,   20
  348,20060415,   37,   12
  348,20060416,   15,   25
  348,20060417,    4,   29
  348,20060418,   -1,   20
  348,20060419,    0,   17
  348,20060420,    0,   24
  348,20060421,    0,   28
  348,20060422,    0,    8
  348,20060423,    5,   19
  348,20060424,   -1,   28
  348,20060425,    3,   31
  348,20060426,    4,   24
  348,20060427,    0,   28
  348,20060428,    0,   21
  348,20060429,    1,   23
  348,20060430,    0,   24
  348,20060501,   32,   11
  348,20060502,    0,   31
  348,20060503,    0,   36
  348,20060504,    0,   37
  348,20060505,    0,   38
  348,20060506,    7,   39
  348,20060507,    0,   32
  348,20060508,    0,   35
  348,20060509,    0,   41
  348,20060510,    0,   44
  348,20060511,    0,   45
  348,20060512,    0,   40
  348,20060513,    0,   35
  348,20060514,    0,   34
  348,20060515,    5,   27
  348,20060516,    4,   18
  348,20060517,   36,   28
  348,20060518,  108,   27
  348,20060519,   68,   10
  348,20060520,  142,   20
  348,20060521,  122,   17
  348,20060522,   37,   29
  348,20060523,   38,   25
  348,20060524,   80,   22
  348,20060525,   40,   16
  348,20060526,  163,    7
  348,20060527,   71,    7
  348,20060528,    0,   30
  348,20060529,   24,   34
  348,20060530,   15,   29
  348,20060531,    5,   11
  348,20060601,    4,   18
  348,20060602,    0,   36
  348,20060603,    0,   29
  348,20060604,    0,   39
  348,20060605,    0,   27
  348,20060606,    0,   34
  348,20060607,    0,   38
  348,20060608,    0,   48
  348,20060609,    0,   49
  348,20060610,    0,   53
  348,20060611,    0,   57
  348,20060612,    0,   56
  348,20060613,    0,   53
  348,20060614,   77,   14
  348,20060615,    1,    7
  348,20060616,    0,   36
  348,20060617,    0,   49
  348,20060618,    0,   44
  348,20060619,   21,   34
  348,20060620,    0,   36
  348,20060621,    8,   11
  348,20060622,    0,   17
  348,20060623,    0,   33
  348,20060624,    0,   40
  348,20060625,   71,   13
  348,20060626,    0,    8
  348,20060627,    0,   23
  348,20060628,    0,   47
  348,20060629,    0,   50
  348,20060630,    0,   51
  348,20060701,    0,   55
  348,20060702,    0,   55
  348,20060703,    0,   56
  348,20060704,    0,   53
  348,20060705,    0,   34
  348,20060706,    3,   48
  348,20060707,    3,   25
  348,20060708,    0,   38
  348,20060709,   -1,   29
  348,20060710,   -1,   46
  348,20060711,   32,   31
  348,20060712,    0,   50
  348,20060713,    0,   50
  348,20060714,    0,   50
  348,20060715,    0,   52
  348,20060716,    0,   55
  348,20060717,    0,   54
  348,20060718,    0,   55
  348,20060719,    0,   55
  348,20060720,    1,   43
  348,20060721,    0,   51
  348,20060722,   14,   34
  348,20060723,    0,   40
  348,20060724,    0,   47
  348,20060725,    0,   46
  348,20060726,    0,   48
  348,20060727,   -1,   19
  348,20060728,   10,   36
  348,20060729,    0,   40
  348,20060730,   21,   19
  348,20060731,    0,   32
  348,20060801,  132,   18
  348,20060802,   59,   22
  348,20060803,  161,   15
  348,20060804,   66,   27
  348,20060805,    0,   41
  348,20060806,    0,   40
  348,20060807,    3,   24
  348,20060808,   -1,   20
  348,20060809,   15,   13
  348,20060810,   91,   17
  348,20060811,   99,   11
  348,20060812,   46,   18
  348,20060813,    0,   35
  348,20060814,  383,    8
  348,20060815,    9,   12
  348,20060816,    0,   32
  348,20060817,    9,   26
  348,20060818,   23,   25
  348,20060819,   46,   32
  348,20060820,  246,   13
  348,20060821,  509,   24
  348,20060822,   -1,   24
  348,20060823,   -1,   30
  348,20060824,   54,   15
  348,20060825,   30,   18
  348,20060826,   -1,   11
  348,20060827,   67,   24
  348,20060828,   92,   21
  348,20060829,   16,   25
  348,20060830,  131,   16
  348,20060831,   -1,    9
  348,20060901,    0,   16
  348,20060902,    4,   12
  348,20060903,   57,    7
  348,20060904,    0,   25
  348,20060905,    0,   14
  348,20060906,    0,   32
  348,20060907,   -1,   24
  348,20060908,    0,   30
  348,20060909,    0,   32
  348,20060910,    0,   31
  348,20060911,    0,   30
  348,20060912,    0,   31
  348,20060913,    0,   29
  348,20060914,    0,   24
  348,20060915,    0,   28
  348,20060916,    0,   25
  348,20060917,    0,    6
  348,20060918,   -1,   15
  348,20060919,   17,   14
  348,20060920,    0,   26
  348,20060921,    0,   28
  348,20060922,    0,   22
  348,20060923,    3,    9
  348,20060924,    2,   15
  348,20060925,    5,   14
  348,20060926,    3,   11
  348,20060927,    0,   20
  348,20060928,    0,   17
  348,20060929,    0,   16
  348,20060930,    0,   21
  348,20061001,   50,   12
  348,20061002,  133,    7
  348,20061003,    5,   10
  348,20061004,   79,   11
  348,20061005,   66,   15
  348,20061006,   68,    3
  348,20061007,   14,   16
  348,20061008,    0,   13
  348,20061009,    0,   13
  348,20061010,   17,    8
  348,20061011,    0,   17
  348,20061012,    0,    6
  348,20061013,    0,   15
  348,20061014,    0,   11
  348,20061015,    0,   10
  348,20061016,    0,   16
  348,20061017,    0,   15
  348,20061018,   17,    5
  348,20061019,   13,    8
  348,20061020,    0,    8
  348,20061021,   10,    9
  348,20061022,   57,    7
  348,20061023,  166,   12
  348,20061024,   26,    8
  348,20061025,   28,    6
  348,20061026,    0,    9
  348,20061027,    0,   11
  348,20061028,   -1,    4
  348,20061029,    0,    8
  348,20061030,    0,   10
  348,20061031,   21,    5
  348,20061101,   22,    7
  348,20061102,   35,    6
  348,20061103,    4,    5
  348,20061104,    2,    7
  348,20061105,    0,    3
  348,20061106,    0,    5
  348,20061107,    0,    2
  348,20061108,   58,    3
  348,20061109,   -1,    8
  348,20061110,    0,    6
  348,20061111,  130,    4
  348,20061112,   38,    5
  348,20061113,   24,    3
  348,20061114,   29,    5
  348,20061115,    5,    4
  348,20061116,   48,    3
  348,20061117,   -1,    7
  348,20061118,   14,    5
  348,20061119,   27,    2
  348,20061120,   75,    1
  348,20061121,   64,    3
  348,20061122,   50,    4
  348,20061123,   79,    2
  348,20061124,   -1,    5
  348,20061125,   38,    2
  348,20061126,    0,    5
  348,20061127,    0,    5
  348,20061128,   -1,    5
  348,20061129,    0,    6
  348,20061130,    0,    2
  348,20061201,   -1,    3
  348,20061202,   27,    1
  348,20061203,  103,    1
  348,20061204,   37,    4
  348,20061205,   23,    2
  348,20061206,   10,    2
  348,20061207,  197,    0
  348,20061208,  114,    1
  348,20061209,   27,    4
  348,20061210,    0,    5
  348,20061211,   62,    0
  348,20061212,   14,    5
  348,20061213,    1,    2
  348,20061214,    0,    4
  348,20061215,    0,    2
  348,20061216,   56,    1
  348,20061217,   19,    3
  348,20061218,    1,    4
  348,20061219,    0,    3
  348,20061220,    0,    1
  348,20061221,    0,    1
  348,20061222,    0,    2
  348,20061223,    0,    1
  348,20061224,    0,    1
  348,20061225,    0,    1
  348,20061226,    0,    0
  348,20061227,    0,    0
  348,20061228,   26,    1
  348,20061229,    2,    4
  348,20061230,   74,    1
  348,20061231,   30,    2
  348,20070101,   10,    3
  348,20070102,   83,    2
  348,20070103,    9,    1
  348,20070104,   24,    2
  348,20070105,   22,    1
  348,20070106,  114,    2
  348,20070107,    7,    1
  348,20070108,   79,    4
  348,20070109,    1,    2
  348,20070110,   43,    1
  348,20070111,   92,    0
  348,20070112,    0,    2
  348,20070113,    5,    2
  348,20070114,   10,    6
  348,20070115,    0,    5
  348,20070116,    9,    2
  348,20070117,  106,    2
  348,20070118,  242,    1
  348,20070119,   18,    4
  348,20070120,   24,    3
  348,20070121,   50,    4
  348,20070122,   29,    4
  348,20070123,    0,    4
  348,20070124,    0,    4
  348,20070125,    0,    6
  348,20070126,   18,    2
  348,20070127,   19,    4
  348,20070128,    8,    1
  348,20070129,   -1,    3
  348,20070130,   -1,    2
  348,20070131,   10,    6
  348,20070201,    0,    2
  348,20070202,    0,    3
  348,20070203,    0,    9
  348,20070204,    0,    5
  348,20070205,    6,    4
  348,20070206,    4,    4
  348,20070207,    0,    5
  348,20070208,   26,    2
  348,20070209,    1,    3
  348,20070210,   49,    2
  348,20070211,   86,    3
  348,20070212,   77,    5
  348,20070213,    6,    4
  348,20070214,   86,    2
  348,20070215,    0,   11
  348,20070216,    0,    9
  348,20070217,    0,    8
  348,20070218,    0,    3
  348,20070219,    1,    4
  348,20070220,    0,    7
  348,20070221,    8,    3
  348,20070222,    1,    9
  348,20070223,    4,    7
  348,20070224,   34,    6
  348,20070225,  100,    3
  348,20070226,   23,    3
  348,20070227,   95,    2
  348,20070228,   38,    8
  348,20070301,  156,   12
  348,20070302,   12,    7
  348,20070303,   96,    5
  348,20070304,    0,    9
  348,20070305,  135,   13
  348,20070306,  145,    3
  348,20070307,   20,    7
  348,20070308,    0,   16
  348,20070309,   29,    4
  348,20070310,    0,   16
  348,20070311,    0,   13
  348,20070312,    0,   20
  348,20070313,    0,   15
  348,20070314,    0,   13
  348,20070315,    0,   17
  348,20070316,    3,    9
  348,20070317,    4,   12
  348,20070318,  150,   12
  348,20070319,   21,    9
  348,20070320,   24,   11
  348,20070321,   39,   10
  348,20070322,    0,   17
  348,20070323,   -1,    4
  348,20070324,    0,    7
  348,20070325,    0,   21
  348,20070326,    0,   26
  348,20070327,    0,   25
  348,20070328,    0,   24
  348,20070329,    0,   14
  348,20070330,    0,   17
  348,20070331,    0,   23
  348,20070401,    0,   28
  348,20070402,    0,   26
  348,20070403,    1,   11
  348,20070404,    0,   27
  348,20070405,    0,   24
  348,20070406,    0,   26
  348,20070407,    0,   20
  348,20070408,    0,   27
  348,20070409,    0,   29
  348,20070410,    0,   18
  348,20070411,    0,   26
  348,20070412,    0,   31
  348,20070413,    0,   26
  348,20070414,    0,   35
  348,20070415,    0,   38
  348,20070416,    0,   35
  348,20070417,    0,   22
  348,20070418,    0,   25
  348,20070419,    0,   33
  348,20070420,    0,   30
  348,20070421,    0,   31
  348,20070422,    0,   35
  348,20070423,    0,   28
  348,20070424,    0,   23
  348,20070425,    0,   37
  348,20070426,    0,   33
  348,20070427,    0,   40
  348,20070428,    0,   40
  348,20070429,    0,   41
  348,20070430,    0,   42
  348,20070501,    0,   43
  348,20070502,    0,   43
  348,20070503,    0,   38
  348,20070504,    0,   41
  348,20070505,    0,   38
  348,20070506,    0,   26
  348,20070507,  302,    4
  348,20070508,   29,   19
  348,20070509,   36,   21
  348,20070510,   80,   23
  348,20070511,  117,   15
  348,20070512,   34,   25
  348,20070513,    0,   22
  348,20070514,    5,   21
  348,20070515,   13,   32
  348,20070516,  179,   27
  348,20070517,   32,   19
  348,20070518,    0,   31
  348,20070519,    0,   40
  348,20070520,   72,   27
  348,20070521,   31,   19
  348,20070522,   -1,   12
  348,20070523,    0,   46
  348,20070524,    0,   48
  348,20070525,    0,   44
  348,20070526,   55,   23
  348,20070527,  118,   21
  348,20070528,   16,   14
  348,20070529,   13,   16
  348,20070530,    0,   40
  348,20070531,  300,   32
  348,20070601,    0,   38
  348,20070602,    0,   47
  348,20070603,    0,   31
  348,20070604,    0,   48
  348,20070605,    0,   37
  348,20070606,    0,   36
  348,20070607,    0,   47
  348,20070608,  439,   33
  348,20070609,   34,   16
  348,20070610,   70,   28
  348,20070611,    0,   33
  348,20070612,    0,   10
  348,20070613,    0,   25
  348,20070614,  279,   26
  348,20070615,    2,   29
  348,20070616,   73,   26
  348,20070617,    3,   28
  348,20070618,  145,   20
  348,20070619,    0,   51
  348,20070620,   46,   39
  348,20070621,   14,   16
  348,20070622,  107,   30
  348,20070623,   35,   27
  348,20070624,   54,   22
  348,20070625,   50,   21
  348,20070626,   37,   19
  348,20070627,   23,   33
  348,20070628,    7,   44
  348,20070629,   21,   13
  348,20070630,   35,   22
  348,20070701,   86,   37
  348,20070702,  198,   27
  348,20070703,   46,   21
  348,20070704,  400,   19
  348,20070705,  499,   32
  348,20070706,   24,    9
  348,20070707,    0,   38
  348,20070708,    8,   33
  348,20070709,   16,   28
  348,20070710,   73,   14
  348,20070711,    4,   16
  348,20070712,    2,   16
  348,20070713,    0,   30
  348,20070714,    0,   33
  348,20070715,    0,   27
  348,20070716,  135,   24
  348,20070717,    2,   36
  348,20070718,   45,   34
  348,20070719,    0,   50
  348,20070720,   98,   12
  348,20070721,    0,   43
  348,20070722,   79,   26
  348,20070723,  101,   12
  348,20070724,   26,   30
  348,20070725,    0,   38
  348,20070726,  142,   17
  348,20070727,   -1,   41
  348,20070728,  178,   35
  348,20070729,  160,   22
  348,20070730,   63,   31
  348,20070731,    0,   33
  348,20070801,    0,   42
  348,20070802,    0,   23
  348,20070803,    0,   37
  348,20070804,    0,   46
  348,20070805,    0,   48
  348,20070806,    5,   32
  348,20070807,    0,   26
  348,20070808,    0,   23
  348,20070809,   42,    5
  348,20070810,    0,   24
  348,20070811,    0,   37
  348,20070812,   39,   28
  348,20070813,    0,   30
  348,20070814,   65,   31
  348,20070815,   61,   27
  348,20070816,  147,   30
  348,20070817,  173,   22
  348,20070818,    0,   29
  348,20070819,    0,   24
  348,20070820,    1,   21
  348,20070821,   32,   19
  348,20070822,    0,   21
  348,20070823,    6,   18
  348,20070824,    0,   30
  348,20070825,    0,   32
  348,20070826,    0,   33
  348,20070827,    0,   24
  348,20070828,    0,   23
  348,20070829,    0,   32
  348,20070830,    0,   19
  348,20070831,   20,   12
  348,20070901,   13,   24
  348,20070902,   43,   26
  348,20070903,  170,   29
  348,20070904,    5,   24
  348,20070905,   12,    7
  348,20070906,    1,   13
  348,20070907,    0,   19
  348,20070908,    0,   16
  348,20070909,    0,   14
  348,20070910,   53,   15
  348,20070911,    2,   18
  348,20070912,    3,   15
  348,20070913,    0,   17
  348,20070914,    4,   17
  348,20070915,    0,   24
  348,20070916,    0,   25
  348,20070917,  134,    5
  348,20070918,   61,   23
  348,20070919,    4,   14
  348,20070920,   42,    9
  348,20070921,    0,   16
  348,20070922,    0,   13
  348,20070923,    0,   23
  348,20070924,   18,    9
  348,20070925,  146,   12
  348,20070926,   30,    8
  348,20070927,    0,   19
  348,20070928,   60,   11
  348,20070929,   24,    5
  348,20070930,   -1,    7
  348,20071001,    3,    4
  348,20071002,    0,    8
  348,20071003,   81,    3
  348,20071004,    3,    9
  348,20071005,    0,   13
  348,20071006,    0,   19
  348,20071007,    0,   17
  348,20071008,    0,   13
  348,20071009,   21,    9
  348,20071010,    3,   12
  348,20071011,    0,   14
  348,20071012,    0,   11
  348,20071013,    0,   15
  348,20071014,    0,   17
  348,20071015,    0,   13
  348,20071016,    0,   16
  348,20071017,   71,    4
  348,20071018,   11,   12
  348,20071019,   -1,    7
  348,20071020,    0,   12
  348,20071021,   -1,    8
  348,20071022,    0,   12
  348,20071023,    0,   12
  348,20071024,    0,    6
  348,20071025,    0,    3
  348,20071026,    0,    5
  348,20071027,    0,    3
  348,20071028,   13,    6
  348,20071029,   41,    1
  348,20071030,   15,    9
  348,20071031,    0,    6
  348,20071101,    0,    4
  348,20071102,    6,    3
  348,20071103,    4,    3
  348,20071104,    0,    4
  348,20071105,   44,    3
  348,20071106,   25,    7
  348,20071107,    6,    2
  348,20071108,   78,    4
  348,20071109,   89,    6
  348,20071110,   32,    5
  348,20071111,   34,    6
  348,20071112,    7,    7
  348,20071113,   49,    1
  348,20071114,    3,    6
  348,20071115,    0,    7
  348,20071116,    0,    3
  348,20071117,    0,    6
  348,20071118,    0,    6
  348,20071119,    8,    3
  348,20071120,   13,    4
  348,20071121,    6,    1
  348,20071122,    0,    6
  348,20071123,    5,    3
  348,20071124,    7,    3
  348,20071125,   40,    3
  348,20071126,   14,    4
  348,20071127,    0,    2
  348,20071128,    2,    1
  348,20071129,   16,    1
  348,20071130,   74,    1
  348,20071201,   25,    6
  348,20071202,  188,    1
  348,20071203,  112,    5
  348,20071204,    4,    2
  348,20071205,   14,    1
  348,20071206,  203,    1
  348,20071207,   66,    3
  348,20071208,  101,    3
  348,20071209,   66,    5
  348,20071210,    6,    3
  348,20071211,   -1,    4
  348,20071212,    0,    1
  348,20071213,    0,    2
  348,20071214,    0,    2
  348,20071215,    0,    3
  348,20071216,    0,    4
  348,20071217,    0,    2
  348,20071218,    0,    3
  348,20071219,    0,    4
  348,20071220,   -1,    1
  348,20071221,    0,    0
  348,20071222,    0,    3
  348,20071223,    0,    3
  348,20071224,    0,    1
  348,20071225,    5,    2
  348,20071226,    1,    2
  348,20071227,    0,    1
  348,20071228,    0,    3
  348,20071229,   21,    4
  348,20071230,   28,    3
  348,20071231,   14,    2
  348,20080101,    0,    1
  348,20080102,    0,    4
  348,20080103,   -1,    2
  348,20080104,    7,    1
  348,20080105,   72,    2
  348,20080106,    3,    5
  348,20080107,   24,    3
  348,20080108,    0,    2
  348,20080109,    5,    3
  348,20080110,   24,    4
  348,20080111,  102,    2
  348,20080112,    2,    4
  348,20080113,    2,    2
  348,20080114,    3,    3
  348,20080115,   65,    1
  348,20080116,    0,    4
  348,20080117,   33,    2
  348,20080118,   73,    1
  348,20080119,   48,    1
  348,20080120,    4,    1
  348,20080121,   71,    2
  348,20080122,   14,    6
  348,20080123,    5,    1
  348,20080124,   27,    1
  348,20080125,    0,    5
  348,20080126,    0,    7
  348,20080127,    0,    4
  348,20080128,    0,    2
  348,20080129,    0,    2
  348,20080130,   29,    3
  348,20080131,   54,    2
  348,20080201,   21,    5
  348,20080202,   99,    7
  348,20080203,    0,    6
  348,20080204,    1,    4
  348,20080205,   46,    2
  348,20080206,    5,    3
  348,20080207,    1,    4
  348,20080208,    0,   10
  348,20080209,    0,   11
  348,20080210,    0,   10
  348,20080211,    0,   11
  348,20080212,    0,   11
  348,20080213,    0,    2
  348,20080214,    0,    2
  348,20080215,    0,   11
  348,20080216,    0,   10
  348,20080217,    0,   11
  348,20080218,    0,    9
  348,20080219,    0,    2
  348,20080220,    0,    7
  348,20080221,    6,    3
  348,20080222,    4,    3
  348,20080223,    0,    5
  348,20080224,   53,    7
  348,20080225,   10,   14
  348,20080226,   51,    5
  348,20080227,    0,   11
  348,20080228,    0,    9
  348,20080229,   79,    8
  348,20080301,   41,   11
  348,20080302,    3,   12
  348,20080303,   -1,   12
  348,20080304,   16,   11
  348,20080305,   -1,   14
  348,20080306,   15,    3
  348,20080307,    5,    7
  348,20080308,   -1,   11
  348,20080309,   64,    4
  348,20080310,   33,    4
  348,20080311,   64,    9
  348,20080312,   17,    5
  348,20080313,    2,   14
  348,20080314,    1,   18
  348,20080315,    0,    8
  348,20080316,  193,    4
  348,20080317,   -1,    9
  348,20080318,    3,   14
  348,20080319,   20,   16
  348,20080320,  171,    9
  348,20080321,   90,    9
  348,20080322,   24,    7
  348,20080323,   44,   14
  348,20080324,   39,   13
  348,20080325,   37,   12
  348,20080326,    1,    7
  348,20080327,    2,    9
  348,20080328,   29,   11
  348,20080329,    4,   20
  348,20080330,   20,    6
  348,20080331,    5,   21
  348,20080401,   19,    9
  348,20080402,    6,   12
  348,20080403,    2,   11
  348,20080404,    3,    9
  348,20080405,  116,    9
  348,20080406,   -1,   23
  348,20080407,   -1,   18
  348,20080408,    0,   22
  348,20080409,    0,   27
  348,20080410,    0,   25
  348,20080411,    0,   25
  348,20080412,    8,   20
  348,20080413,   10,   19
  348,20080414,   -1,   15
  348,20080415,   18,   23
  348,20080416,    0,   22
  348,20080417,    0,   26
  348,20080418,    0,   25
  348,20080419,    8,   20
  348,20080420,    0,   33
  348,20080421,    0,   35
  348,20080422,    0,   34
  348,20080423,   62,   24
